Task_name,Participant #,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient 1,Gradient 2,Gradient 3
Zero-Back Task,subject008,-14,7.9999999999999964,1.0,6.000000000000014,1.0,1.0,9.099999999999985,2.4999999999999987,8.29999999999999,3.8999999999999986,1.0,1.0,2.100000000000008,3.9000000000000026,5.0,4.100000000000001,9.099999999999993,0.092938821,-0.060981931,-0.389395513
Finger Tapping Task,subject008,9,7.299999999999993,1.9999999999999991,1.800000000000001,1.0,1.0,10.0,4.300000000000001,2.0000000000000115,3.0000000000000018,1.0,1.0,1.0,5.799999999999999,5.100000000000007,1.9000000000000044,1.6999999999999984,-0.090963574,-0.241336366,-0.170440839
Finger Tapping Task,subject008,7,8.700000000000005,1.0,3.000000000000001,1.0,1.0,10.0,7.6999999999999975,5.000000000000001,3.000000000000001,2.0,1.0,3.200000000000002,9.200000000000003,5.000000000000018,1.0,6.999999999999994,-0.090963574,-0.241336366,-0.170440839
Finger Tapping Task,subject008,-15,9.0,1.0,9.799999999999997,1.0,1.0,9.999999999999986,8.899999999999997,1.9000000000000008,4.0,2.9000000000000123,1.0,1.9000000000000044,8.900000000000004,5.0,1.0,9.0,-0.090963574,-0.241336366,-0.170440839
GoNoGo Task,subject008,12,5.999999999999997,1.0,7.399999999999993,1.0,1.0,8.599999999999998,5.100000000000002,8.499999999999991,8.199999999999992,8.000000000000007,5.199999999999999,2.0,4.500000000000002,3.0,1.0,1.9999999999999991,-0.31702636,0.036362577,-0.159410417
GoNoGo Task,subject008,9,8.49999999999999,1.0,3.3999999999999995,1.0,1.0,10.0,2.3000000000000154,8.0,7.999999999999993,2.900000000000016,3.500000000000013,1.7999999999999994,3.6000000000000023,6.099999999999997,1.0,8.0,-0.31702636,0.036362577,-0.159410417
GoNoGo Task,subject008,-7,8.000000000000007,1.0,8.0,1.0,1.0,10.0,5.300000000000002,3.000000000000016,4.000000000000003,1.400000000000001,1.0,2.3999999999999986,3.6000000000000165,6.000000000000011,1.0,2.0,-0.31702636,0.036362577,-0.159410417
You Task,subject008,-5,8.099999999999996,7.0000000000000036,2.0000000000000044,9.100000000000003,1.0,1.9000000000000044,8.99999999999999,1.0,1.0,3.2000000000000006,8.199999999999992,7.999999999999993,3.0000000000000053,5.000000000000007,10.0,7.99999999999999,-0.068702623,0.051618542,0.14160951
You Task,subject008,-10,8.499999999999991,7.3000000000000025,1.5999999999999983,7.79999999999999,1.0,2.6000000000000005,10.0,1.0,1.3000000000000083,5.500000000000009,8.600000000000001,7.800000000000004,4.0,3.300000000000009,3.0,7.89999999999999,-0.068702623,0.051618542,0.14160951
You Task,subject008,11,7.299999999999994,7.200000000000003,4.200000000000003,10.0,1.0,4.0,9.299999999999995,2.000000000000015,1.999999999999997,5.0,9.0,8.599999999999987,5.3999999999999995,7.500000000000002,10.0,8.399999999999988,-0.068702623,0.051618542,0.14160951
Friend Task,subject008,14,9.499999999999984,10.0,1.0,10.0,1.0,2.6000000000000085,10.0,1.0,1.0,1.0,10.0,8.99999999999999,6.599999999999996,10.0,6.20000000000001,10.0,0.066229557,0.061472443,0.208842324
Friend Task,subject008,-15,10.0,7.599999999999998,1.0,10.0,1.0,3.8999999999999986,10.0,1.0,1.0,1.0,10.0,10.0,6.599999999999996,10.0,6.000000000000011,10.0,0.066229557,0.061472443,0.208842324
Friend Task,subject008,10,10.0,8.09999999999999,1.6,10.0,1.0,6.699999999999994,10.0,1.0,1.0,1.0,10.0,10.0,7.099999999999994,10.0,5.999999999999999,10.0,0.066229557,0.061472443,0.208842324
Movie Task-incept,subject008,-14,3.4000000000000004,10.0,1.0,10.0,8.0,10.0,3.000000000000016,5.300000000000002,1.0,3.0,8.799999999999988,2.699999999999998,5.300000000000001,5.0000000000000036,1.0,1.9000000000000008,-0.293453447,0.376771714,0.156545561
Movie Task-incept,subject008,-14,3.4000000000000004,10.0,1.0,10.0,8.0,10.0,3.000000000000016,5.300000000000002,1.0,3.0,8.799999999999988,2.699999999999998,5.300000000000001,5.0000000000000036,1.0,1.9000000000000008,-0.293453447,0.376771714,0.156545561
Movie Task-bridge,subject008,-5,9.099999999999996,1.0,1.0,5.30000000000001,10.0,10.0,9.100000000000003,1.0,1.0,1.0,3.9000000000000026,7.30000000000001,1.0,10.0,7.99999999999999,9.099999999999993,-0.055046289,0.280933569,0.317858122
Movie Task-bridge,subject008,-5,9.099999999999996,1.0,1.0,5.30000000000001,10.0,10.0,9.100000000000003,1.0,1.0,1.0,3.9000000000000026,7.30000000000001,1.0,10.0,7.99999999999999,9.099999999999993,-0.055046289,0.280933569,0.317858122
Two-Back Task-scenes,subject008,10,10.0,1.0,6.30000000000001,1.0,1.0,10.0,10.0,7.999999999999991,1.0,3.2000000000000006,3.5000000000000164,3.7000000000000015,5.500000000000012,5.000000000000014,1.0,6.499999999999997,-0.130999829,0.464204275,-0.426960277
Two-Back Task-scenes,subject008,6,10.0,1.0,7.10000000000001,1.0,1.0,10.0,7.600000000000005,1.0,1.0,1.0,7.0,5.199999999999999,10.0,5.000000000000002,1.0,7.599999999999992,-0.130999829,0.464204275,-0.426960277
Two-Back Task-faces,subject008,-10,6.600000000000005,10.0,5.000000000000011,1.0,1.0,10.0,7.0000000000000036,3.0,1.0,1.600000000000001,4.0,1.8000000000000151,7.20000000000001,5.000000000000001,1.0,7.099999999999993,-0.025340712,0.386745896,-0.434225517
Two-Back Task-faces,subject008,14,10.0,10.0,3.0000000000000053,4.000000000000002,1.0,10.0,5.000000000000014,3.0000000000000004,1.0,1.0,7.799999999999994,5.699999999999999,6.499999999999995,6.2000000000000135,1.0,8.399999999999999,-0.025340712,0.386745896,-0.434225517
Memory Task,subject008,-7,10.0,10.0,1.0,6.999999999999996,8.2,9.399999999999999,10.0,9.099999999999987,1.0,1.0,9.200000000000003,9.499999999999986,9.0,9.100000000000003,8.099999999999993,10.0,-0.036691414,0.115884583,0.323863964
Memory Task,subject008,-7,6.9000000000000075,10.0,1.0,3.100000000000002,9.199999999999989,9.199999999999987,10.0,9.399999999999999,1.0,1.0000000000000047,6.1,8.000000000000004,3.000000000000016,9.199999999999989,6.0,10.0,-0.036691414,0.115884583,0.323863964
Memory Task,subject008,-13,8.19999999999999,1.0,1.0,10.0,3.7999999999999985,6.899999999999997,10.0,9.099999999999989,1.0,4.900000000000002,4.200000000000001,4.000000000000013,1.0,1.000000000000001,6.700000000000012,9.399999999999999,-0.036691414,0.115884583,0.323863964
Reading Task,subject008,-15,10.0,3.099999999999999,5.100000000000001,10.0,1.0,4.0,1.0,10.0,1.0,1.0,10.0,4.000000000000013,1.0,5.000000000000011,5.400000000000009,2.000000000000008,-0.19586954,-0.014883893,0.326889586
Reading Task,subject008,11,10.0,1.0,3.1000000000000125,10.0,1.0,5.100000000000001,1.0,10.0,1.0,1.0,10.0,7.89999999999999,1.0,5.000000000000011,2.1000000000000045,3.000000000000009,-0.19586954,-0.014883893,0.326889586
Reading Task,subject008,-6,9.300000000000002,1.0,4.2000000000000135,10.0,1.0,9.000000000000004,7.9999999999999964,6.300000000000013,1.0,2.999999999999999,10.0,6.0,5.400000000000016,4.100000000000014,7.999999999999989,5.100000000000001,-0.19586954,-0.014883893,0.326889586
Movie Task-bridge,subject009,-12,4.500000000000011,8.799999999999994,1.0,10.0,10.0,10.0,5.4,3.500000000000002,4.8000000000000105,3.7000000000000166,4.100000000000001,1.0,6.100000000000007,4.800000000000001,5.30000000000001,5.4,-0.055046289,0.280933569,0.317858122
Movie Task-bridge,subject009,-12,4.500000000000011,8.799999999999994,1.0,10.0,10.0,10.0,5.4,3.500000000000002,4.8000000000000105,3.7000000000000166,4.100000000000001,1.0,6.100000000000007,4.800000000000001,5.30000000000001,5.4,-0.055046289,0.280933569,0.317858122
Movie Task-incept,subject009,-12,3.2000000000000006,10.0,6.10000000000001,9.199999999999996,7.499999999999993,8.699999999999989,1.0,3.700000000000013,4.400000000000014,1.2999999999999994,5.200000000000002,5.20000000000001,6.0,6.500000000000012,2.899999999999998,2.7000000000000015,-0.293453447,0.376771714,0.156545561
Movie Task-incept,subject009,-12,3.2000000000000006,10.0,6.10000000000001,9.199999999999996,7.499999999999993,8.699999999999989,1.0,3.700000000000013,4.400000000000014,1.2999999999999994,5.200000000000002,5.20000000000001,6.0,6.500000000000012,2.899999999999998,2.7000000000000015,-0.293453447,0.376771714,0.156545561
GoNoGo Task,subject009,-11,3.1999999999999984,1.7999999999999994,5.500000000000002,1.0,1.0,3.1000000000000125,1.1999999999999993,2.0,2.899999999999998,2.8000000000000016,1.0,2.0,1.2999999999999976,4.400000000000014,3.000000000000009,1.0,-0.31702636,0.036362577,-0.159410417
GoNoGo Task,subject009,-12,2.0,8.899999999999997,1.7999999999999985,3.000000000000001,5.3000000000000025,8.500000000000005,8.000000000000004,2.2999999999999994,3.0999999999999983,1.6000000000000152,2.900000000000009,3.5000000000000164,3.6000000000000023,1.9999999999999973,6.500000000000005,3.1000000000000054,-0.31702636,0.036362577,-0.159410417
GoNoGo Task,subject009,-10,4.800000000000007,5.500000000000012,4.20000000000001,3.7000000000000024,1.0,4.000000000000017,3.400000000000013,3.3000000000000056,1.9999999999999991,3.3000000000000127,4.200000000000017,2.6000000000000156,3.200000000000016,1.5999999999999992,2.0999999999999974,1.9999999999999982,-0.31702636,0.036362577,-0.159410417
Finger Tapping Task,subject009,5,1.9999999999999991,2.7000000000000015,1.0,2.099999999999999,2.2999999999999976,6.199999999999998,1.0,1.9999999999999982,4.200000000000006,1.1,3.0,1.0000000000000002,1.0,3.5000000000000093,2.899999999999999,2.099999999999999,-0.090963574,-0.241336366,-0.170440839
Finger Tapping Task,subject009,15,1.7999999999999985,3.200000000000002,4.500000000000002,1.0,3.000000000000016,4.100000000000007,2.200000000000001,3.100000000000002,1.0,1.0,3.400000000000002,7.0,4.40000000000001,4.100000000000001,2.0999999999999983,2.000000000000015,-0.090963574,-0.241336366,-0.170440839
Finger Tapping Task,subject009,-10,2.6000000000000014,1.0,2.699999999999998,1.0,2.3999999999999986,1.1,5.600000000000005,5.000000000000007,3.5999999999999988,2.1999999999999984,5.10000000000001,1.9999999999999973,2.2000000000000046,1.0,5.800000000000015,2.9000000000000123,-0.090963574,-0.241336366,-0.170440839
Two-Back Task-scenes,subject009,7,1.8999999999999992,2.7000000000000015,2.0999999999999983,1.9999999999999973,4.1,10.0,2.6000000000000085,6.400000000000009,3.500000000000002,3.700000000000006,2.899999999999998,4.600000000000007,4.400000000000014,3.799999999999999,2.0,3.2000000000000055,-0.130999829,0.464204275,-0.426960277
Two-Back Task-scenes,subject009,-9,7.500000000000002,1.4000000000000001,4.699999999999999,4.400000000000007,1.8999999999999984,9.1,2.2999999999999994,2.5999999999999988,7.500000000000002,2.999999999999999,6.900000000000004,1.5,2.3999999999999995,3.1999999999999993,6.3000000000000025,2.799999999999998,-0.130999829,0.464204275,-0.426960277
Two-Back Task-faces,subject009,12,2.799999999999999,7.800000000000004,4.1,4.600000000000014,4.800000000000014,10.0,5.3000000000000025,1.7999999999999994,2.1999999999999993,7.400000000000002,4.800000000000007,4.3000000000000025,3.1999999999999993,4.000000000000006,3.799999999999999,1.4000000000000001,-0.025340712,0.386745896,-0.434225517
Two-Back Task-faces,subject009,6,1.8999999999999992,7.30000000000001,7.10000000000001,5.499999999999999,7.0000000000000036,3.099999999999999,3.7000000000000024,2.0,4.300000000000006,3.799999999999999,3.6999999999999997,8.100000000000003,1.2000000000000002,3.7000000000000095,3.2999999999999994,4.600000000000007,-0.025340712,0.386745896,-0.434225517
Reading Task,subject009,12,2.9999999999999982,3.8000000000000016,3.5000000000000093,6.20000000000001,3.100000000000016,5.6,5.6,4.300000000000006,5.800000000000015,5.000000000000007,7.20000000000001,7.10000000000001,6.399999999999996,1.3999999999999995,6.000000000000014,7.400000000000009,-0.19586954,-0.014883893,0.326889586
Reading Task,subject009,8,1.9999999999999982,3.3999999999999986,7.400000000000002,4.9000000000000075,1.7000000000000002,6.500000000000009,3.300000000000001,3.2999999999999985,6.600000000000012,1.8999999999999992,8.199999999999992,2.0,3.300000000000009,5.500000000000005,8.199999999999989,4.500000000000014,-0.19586954,-0.014883893,0.326889586
Reading Task,subject009,13,5.30000000000001,9.700000000000001,5.500000000000005,3.2999999999999985,1.8999999999999992,2.799999999999999,3.8000000000000025,7.800000000000008,2.7000000000000015,4.400000000000007,3.7000000000000015,6.500000000000009,7.599999999999991,6.099999999999998,7.399999999999993,4.5000000000000036,-0.19586954,-0.014883893,0.326889586
Memory Task,subject009,-9,6.000000000000007,5.800000000000008,2.9000000000000017,7.800000000000008,1.9999999999999991,9.0,8.0,2.699999999999998,4.8000000000000025,5.500000000000012,4.5,9.0,1.3000000000000003,3.0,4.700000000000003,5.800000000000011,-0.036691414,0.115884583,0.323863964
Memory Task,subject009,5,9.9,8.700000000000001,4.900000000000004,7.400000000000002,1.0,5.700000000000008,1.0,6.800000000000008,7.3000000000000025,5.0,3.6999999999999997,4.700000000000001,9.0,6.200000000000003,7.499999999999991,8.400000000000002,-0.036691414,0.115884583,0.323863964
Memory Task,subject009,-14,2.8000000000000016,7.10000000000001,4.5,6.399999999999996,6.3000000000000025,9.400000000000002,4.5,4.5,4.199999999999999,8.200000000000006,6.600000000000001,9.100000000000003,8.600000000000001,1.2000000000000002,5.200000000000003,6.3000000000000025,-0.036691414,0.115884583,0.323863964
Hard Math Task,subject009,9,5.700000000000001,4.3999999999999995,2.999999999999999,1.4000000000000001,1.7999999999999985,4.800000000000001,6.400000000000002,3.4999999999999996,3.3000000000000003,7.3000000000000025,8.29999999999999,7.699999999999994,5.800000000000004,6.899999999999997,5.100000000000007,3.999999999999999,-0.275798122,0.402380589,-0.407389088
Hard Math Task,subject009,-5,2.3999999999999986,6.399999999999996,7.600000000000001,5.300000000000006,8.500000000000002,5.30000000000001,2.900000000000001,9.400000000000002,4.100000000000001,1.0000000000000002,5.200000000000006,6.30000000000001,4.700000000000001,4.200000000000006,1.0,6.700000000000001,-0.275798122,0.402380589,-0.407389088
Hard Math Task,subject009,-10,5.3000000000000025,3.699999999999999,5.100000000000007,6.399999999999996,7.200000000000003,5.900000000000004,2.999999999999999,2.999999999999999,6.400000000000006,3.8000000000000007,6.400000000000013,1.0,3.899999999999999,8.400000000000006,2.099999999999999,2.2999999999999994,-0.275798122,0.402380589,-0.407389088
Easy Math Task,subject009,13,2.1999999999999975,1.6999999999999993,5.20000000000001,5.800000000000011,5.0,6.0,9.0,2.9999999999999982,10.0,6.400000000000006,3.100000000000002,2.5999999999999988,2.0,2.5000000000000013,6.399999999999996,4.400000000000007,-0.124954138,0.332221971,-0.020870498
Easy Math Task,subject009,9,6.10000000000001,3.7000000000000024,2.0,1.1,9.000000000000004,3.3999999999999995,2.799999999999999,2.9000000000000017,5.2000000000000135,4.1,3.0,3.8000000000000025,2.2999999999999994,2.900000000000016,4.600000000000014,5.200000000000006,-0.124954138,0.332221971,-0.020870498
Easy Math Task,subject009,-7,5.500000000000009,9.499999999999986,2.8000000000000123,3.2999999999999985,3.5000000000000058,1.5999999999999992,3.200000000000001,6.400000000000009,4.900000000000004,6.900000000000004,2.3999999999999995,5.9000000000000075,4.100000000000003,3.1999999999999984,2.0999999999999974,5.000000000000011,-0.124954138,0.332221971,-0.020870498
One-Back Task,subject009,-10,3.400000000000013,5.100000000000017,5.700000000000005,4.000000000000013,3.600000000000006,8.799999999999994,3.2999999999999985,2.4999999999999987,1.0,9.400000000000002,5.600000000000005,5.699999999999999,4.200000000000006,1.4999999999999993,1.1,3.9000000000000026,-0.009918255,-0.030028992,-0.537272264
One-Back Task,subject009,-15,2.699999999999999,4.1,5.0,7.0,4.800000000000018,5.600000000000005,2.9999999999999982,5.400000000000006,4.0,5.800000000000004,3.9000000000000026,4.100000000000003,3.1999999999999984,5.20000000000001,4.9,5.000000000000018,-0.009918255,-0.030028992,-0.537272264
One-Back Task,subject009,6,3.4999999999999987,4.900000000000002,5.699999999999998,10.0,8.300000000000002,7.200000000000006,4.299999999999999,6.200000000000006,10.0,3.4999999999999996,8.800000000000004,2.4999999999999996,8.0,1.0,8.600000000000001,7.0,-0.009918255,-0.030028992,-0.537272264
Zero-Back Task,subject009,-14,5.500000000000009,1.3000000000000003,3.200000000000001,9.0,4.3000000000000025,2.0999999999999983,2.2999999999999994,4.5,5.800000000000001,9.700000000000001,9.0,9.700000000000001,2.3999999999999995,2.1999999999999975,8.400000000000002,6.700000000000001,0.092938821,-0.060981931,-0.389395513
Zero-Back Task,subject009,6,1.3000000000000003,8.400000000000002,3.5000000000000004,4.700000000000003,6.300000000000006,8.0,1.1,5.700000000000015,4.1,4.199999999999999,2.2999999999999994,8.600000000000001,1.0,8.0,6.600000000000005,7.200000000000003,0.092938821,-0.060981931,-0.389395513
Zero-Back Task,subject009,-10,5.0,2.2999999999999994,4.70000000000001,7.400000000000002,5.600000000000001,7.700000000000001,5.1,6.500000000000002,3.1999999999999993,4.199999999999999,5.0,9.8,5.0,8.8,1.0,3.8,0.092938821,-0.060981931,-0.389395513
Friend Task,subject009,-12,7.000000000000011,3.6000000000000023,1.8999999999999992,2.0999999999999983,3.400000000000002,1.0,4.200000000000003,3.6000000000000023,1.3000000000000003,5.400000000000002,1.8999999999999984,5.30000000000001,3.300000000000002,5.300000000000013,2.1999999999999984,1.8999999999999984,0.066229557,0.061472443,0.208842324
Friend Task,subject009,-13,7.10000000000001,2.0,5.0,8.0,6.800000000000004,4.3000000000000025,5.000000000000011,8.199999999999996,5.0,6.0,6.799999999999994,10.0,1.4000000000000001,10.0,6.0,2.0,0.066229557,0.061472443,0.208842324
Friend Task,subject009,5,5.700000000000001,8.0,8.900000000000004,4.00000000000001,3.200000000000001,4.600000000000002,5.0,4.0,1.1,3.1000000000000054,7.200000000000003,1.6999999999999984,3.1999999999999984,7.6000000000000085,8.0,3.799999999999999,0.066229557,0.061472443,0.208842324
You Task,subject009,-11,4.1,6.0,8.600000000000005,3.0,5.0,9.0,4.900000000000002,4.5,6.100000000000003,6.0,2.099999999999999,5.0,6.0,6.499999999999997,9.9,7.0,-0.068702623,0.051618542,0.14160951
You Task,subject009,13,6.200000000000003,4.000000000000003,9.200000000000003,6.700000000000012,2.099999999999999,4.800000000000007,2.799999999999998,5.800000000000008,1.0,3.8000000000000025,1.0,3.2999999999999985,1.0,7.800000000000008,7.799999999999991,5.100000000000007,-0.068702623,0.051618542,0.14160951
You Task,subject009,-8,4.700000000000001,8.0,1.1,3.1999999999999993,2.0,9.0,7.0,3.099999999999999,3.000000000000001,3.8000000000000007,4.0,1.3000000000000003,3.6999999999999997,5.30000000000001,4.0,6.700000000000012,-0.068702623,0.051618542,0.14160951
Movie Task-bridge,subject010,8,7.899999999999997,5.499999999999999,1.0,10.0,10.0,8.0,9.0,10.0,9.0,8.000000000000004,2.400000000000005,3.0,1.0,7.999999999999992,9.299999999999988,10.0,-0.055046289,0.280933569,0.317858122
Movie Task-bridge,subject010,8,7.899999999999997,5.499999999999999,1.0,10.0,10.0,8.0,9.0,10.0,9.0,8.000000000000004,2.400000000000005,3.0,1.0,7.999999999999992,9.299999999999988,10.0,-0.055046289,0.280933569,0.317858122
Movie Task-incept,subject010,-5,8.799999999999994,2.200000000000001,1.0,2.4999999999999987,10.0,6.0,1.0,2.4000000000000083,2.0,10.0,6.399999999999996,5.8999999999999995,1.0,10.0,3.0,7.399999999999995,-0.293453447,0.376771714,0.156545561
Movie Task-incept,subject010,-5,8.799999999999994,2.200000000000001,1.0,2.4999999999999987,10.0,6.0,1.0,2.4000000000000083,2.0,10.0,6.399999999999996,5.8999999999999995,1.0,10.0,3.0,7.399999999999995,-0.293453447,0.376771714,0.156545561
Zero-Back Task,subject010,9,5.500000000000005,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,6.399999999999997,1.0,1.0,1.0,2.8000000000000087,1.0,8.59999999999999,0.092938821,-0.060981931,-0.389395513
Zero-Back Task,subject010,-11,6.700000000000012,1.0,1.0,1.0,1.0000000000000047,10.0,5.9000000000000075,7.1,5.100000000000014,1.0,8.799999999999988,1.0,1.0,4.300000000000013,1.0,8.699999999999989,0.092938821,-0.060981931,-0.389395513
Zero-Back Task,subject010,-10,6.10000000000001,1.0,1.0,1.0,6.399999999999995,10.0,1.0,9.299999999999985,8.899999999999997,8.59999999999999,1.6999999999999993,1.0,1.0,5.100000000000002,1.0,8.499999999999988,0.092938821,-0.060981931,-0.389395513
One-Back Task,subject010,-15,10.0,1.0,1.0,10.0,1.0,10.0,2.100000000000001,1.0,1.0,1.0,10.0,9.300000000000002,1.0,9.0,1.0,9.0,-0.009918255,-0.030028992,-0.537272264
One-Back Task,subject010,-8,9.0,1.0,1.0,10.0,10.0,10.0,8.099999999999993,1.0,1.0,1.0,10.0,10.0,1.0,9.099999999999989,1.0,8.000000000000007,-0.009918255,-0.030028992,-0.537272264
One-Back Task,subject010,-10,8.899999999999988,1.0,1.0,10.0,10.0,10.0,7.200000000000003,1.3,2.000000000000001,1.2000000000000117,10.0,10.0,1.0,8.799999999999988,1.0,8.999999999999993,-0.009918255,-0.030028992,-0.537272264
Easy Math Task,subject010,7,10.0,1.0,2.7000000000000157,10.0,1.0,10.0,6.099999999999998,1.0,1.0,1.0,10.0,10.0,1.0,5.500000000000001,1.0,10.0,-0.124954138,0.332221971,-0.020870498
Easy Math Task,subject010,-8,9.199999999999989,1.0,1.3000000000000118,10.0,10.0,6.500000000000009,7.3999999999999915,5.300000000000002,8.099999999999993,5.0,10.0,6.999999999999993,1.0,4.400000000000001,1.0,10.0,-0.124954138,0.332221971,-0.020870498
Easy Math Task,subject010,14,3.400000000000002,1.0,1.700000000000001,10.0,1.0,9.499999999999986,10.0,7.800000000000008,2.4999999999999996,7.500000000000009,4.500000000000007,1.0,1.0,2.0999999999999983,1.0,10.0,-0.124954138,0.332221971,-0.020870498
Hard Math Task,subject010,11,9.0,1.0,1.0,10.0,1.0,9.799999999999994,2.5000000000000013,9.0,7.800000000000008,7.20000000000001,3.800000000000006,7.399999999999999,1.0,2.8000000000000016,1.0,10.0,-0.275798122,0.402380589,-0.407389088
Hard Math Task,subject010,-6,8.099999999999996,1.0,7.699999999999991,10.0,10.0,10.0,10.0,1.0,9.399999999999988,2.3000000000000047,10.0,8.899999999999988,1.0,7.200000000000006,1.4000000000000001,10.0,-0.275798122,0.402380589,-0.407389088
